,Match ID,Venue,Innings,Bowling Side,Batting Side,Batter,Winner,Non Striker,Bowler,Ball,Batter Runs,Extra Runs,Run scored,Ball Rebowled,Extra Type,Method,Player Out,Current Score,Target Score,Required Runs,Balls Remaining,Wickets Left,RR,CR,Result
185948,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,SC Williams,Afghanistan,TK Musakanda,Mohammad Nabi,2,0,0,0,0,[],bowled,SC Williams,11,194,183.0,112,8,9.803571428571429,8.25,0
185957,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,W Madhevere,Afghanistan,TK Musakanda,Naveen-ul-Haq,4,0,0,0,0,[],caught,W Madhevere,27,194,167.0,104,7,9.634615384615385,10.125,0
185972,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,TK Musakanda,Afghanistan,Sikandar Raza,Amir Hamza,1,0,0,0,0,[],caught,TK Musakanda,44,194,150.0,89,6,10.112359550561797,8.516129032258064,0
185980,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,Sikandar Raza,Afghanistan,R Mutumbami,Fareed Ahmad,3,0,0,0,0,[],caught,Sikandar Raza,56,194,138.0,81,5,10.222222222222221,8.615384615384615,0
186025,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,R Mutumbami,Afghanistan,RP Burl,Mohammad Nabi,3,0,0,0,0,[],lbw,R Mutumbami,118,194,76.0,39,4,11.692307692307692,8.74074074074074,0
186042,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,RP Burl,Afghanistan,DT Tiripano,Rashid Khan,1,0,0,0,0,[],caught,RP Burl,141,194,53.0,23,3,13.826086956521738,8.721649484536082,0
186044,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,B Mavuta,Afghanistan,DT Tiripano,Rashid Khan,3,0,0,0,0,[],caught,B Mavuta,142,194,52.0,21,2,14.857142857142858,8.606060606060606,0
186047,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,DT Tiripano,Afghanistan,B Muzarabani,Rashid Khan,6,0,0,0,0,[],bowled,DT Tiripano,148,194,46.0,18,1,15.333333333333332,8.705882352941176,0
186048,1252059,Sheikh Zayed Stadium,2,Afghanistan,Zimbabwe,B Muzarabani,Afghanistan,R Ngarava,Karim Janat,1,0,0,0,0,[],bowled,B Muzarabani,148,194,46.0,17,0,16.235294117647058,8.62135922330097,0
186196,593986,Sir Vivian Richards Stadium,2,Zimbabwe,West Indies,J Charles,West Indies,LMP Simmons,CB Mpofu,5,0,0,0,0,[],lbw,J Charles,30,131,101.0,97,9,6.247422680412372,7.826086956521739,1
186208,593986,Sir Vivian Richards Stadium,2,Zimbabwe,West Indies,DM Bravo,West Indies,LMP Simmons,CB Mpofu,5,0,0,0,0,[],caught,DM Bravo,46,131,85.0,85,8,6.0,7.885714285714286,1
186417,1172510,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,Oman,Scotland,HG Munsey,Scotland,KJ Coetzer,Mohammad Nadeem,3,0,0,0,0,[],bowled,HG Munsey,25,112,87.0,105,9,4.9714285714285715,10.0,1
186429,1172510,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,Oman,Scotland,KJ Coetzer,Scotland,MH Cross,Mohammad Nadeem,3,0,0,0,0,[],bowled,KJ Coetzer,30,112,82.0,93,8,5.290322580645161,6.666666666666667,1
186445,1172510,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,Oman,Scotland,MH Cross,Scotland,CS MacLeod,Bilal Khan,1,0,0,0,0,[],caught,MH Cross,42,112,70.0,77,7,5.454545454545454,5.8604651162790695,1
186629,682911,Sylhet Stadium,2,United Arab Emirates,Ireland,WTS Porterfield,Ireland,PR Stirling,Kamran Shazad,2,0,5,5,1,['wides'],retired hurt,PR Stirling,15,83,68.0,113,9,3.610619469026549,12.857142857142858,1
186698,682911,Sylhet Stadium,2,United Arab Emirates,Ireland,EC Joyce,Ireland,WTS Porterfield,Sharif Asadullah,3,0,0,0,0,[],caught,EC Joyce,95,83,-12.0,45,8,-1.6,7.6,1
186701,682911,Sylhet Stadium,2,United Arab Emirates,Ireland,KJ O'Brien,Ireland,WTS Porterfield,Sharif Asadullah,6,0,0,0,0,[],caught,KJ O'Brien,96,83,-13.0,42,7,-1.8571428571428572,7.384615384615385,1
186707,682911,Sylhet Stadium,2,United Arab Emirates,Ireland,AD Poynter,Ireland,WTS Porterfield,Amjad Javed,6,0,0,0,0,[],bowled,AD Poynter,101,83,-18.0,36,6,-3.0,7.2142857142857135,1
187092,1298170,Sydney Cricket Ground,2,Pakistan,South Africa,Q de Kock,Pakistan,T Bavuma,Shaheen Shah Afridi,6,0,0,0,0,[],caught,Q de Kock,1,142,141.0,114,9,7.421052631578948,1.0,0
187103,1298170,Sydney Cricket Ground,2,Pakistan,South Africa,RR Rossouw,Pakistan,T Bavuma,Shaheen Shah Afridi,4,0,0,0,0,[],caught,RR Rossouw,16,142,126.0,104,8,7.269230769230768,6.0,0
